Diet ,SampleID,Taxon_1,Taxon_2,Taxon_3,Taxon_4,Taxon_5,Taxon_6,Taxon_7,Taxon_8,Taxon_9,Taxon_10,Taxon_11,Taxon_12,Taxon_13,Taxon_14,Taxon_15,Taxon_16,Taxon_17,Taxon_18,Taxon_19,Taxon_20,Taxon_21,Taxon_22,Taxon_23,Taxon_24,Taxon_25,Taxon_26,Taxon_27,Taxon_28,Taxon_29,Taxon_30,Taxon_31,Taxon_32,Taxon_33,Taxon_34,Taxon_35,Taxon_36,Taxon_37,Taxon_38,Taxon_39,Taxon_40,Taxon_41,Taxon_42,Taxon_43,Taxon_44,Taxon_45,Taxon_46,Taxon_47,Taxon_48,Taxon_49,Taxon_50,Taxon_51,Taxon_52,Taxon_53,Taxon_54,Taxon_55,Taxon_56,Taxon_57,Taxon_58,Taxon_59,Taxon_60,Taxon_61,Taxon_62,Taxon_63,Taxon_64,Taxon_65,Taxon_66,Taxon_67,Taxon_68,Taxon_69,Taxon_70,Taxon_71,Taxon_72,Taxon_73,Taxon_74,Taxon_75,Taxon_76,Taxon_77,Taxon_78,Taxon_79,Taxon_80,Taxon_81,Taxon_82,Taxon_83,Taxon_84,Taxon_85,Taxon_86,Taxon_87,Taxon_88,Taxon_89,Taxon_90,Taxon_91,Taxon_92,Taxon_93,Taxon_94,Taxon_95,Taxon_96,Taxon_97,Taxon_98,Taxon_99,Taxon_100,Taxon_101,Taxon_102,Taxon_103,Taxon_104,Taxon_105,Taxon_106,Taxon_107,Taxon_108,Taxon_109,Taxon_110,Taxon_111,Taxon_112,Taxon_113,Taxon_114,Taxon_115,Taxon_116,Taxon_117,Taxon_118,Taxon_119,Taxon_120,Taxon_121,Taxon_122,Taxon_123,Taxon_124,Taxon_125,Taxon_126,Taxon_127,Taxon_128,Taxon_129,Taxon_130,Taxon_131,Taxon_132,Taxon_133,Taxon_134,Taxon_135,Taxon_136,Taxon_137,Taxon_138,Taxon_139,Taxon_140,Taxon_141,Taxon_142,Taxon_143,Taxon_144,Taxon_145,Taxon_146,Taxon_147,Taxon_148,Taxon_149,Taxon_150,Taxon_151,Taxon_152,Taxon_153,Taxon_154,Taxon_155,Taxon_156,Taxon_157,Taxon_158,Taxon_159,Taxon_160,Taxon_161,Taxon_162,Taxon_163,Taxon_164,Taxon_165,Taxon_166,Taxon_167,Taxon_168,Taxon_169,Taxon_170,Taxon_171,Taxon_172,Taxon_173,Taxon_174,Taxon_175,Taxon_176,Taxon_177,Taxon_178,Taxon_179,Taxon_180,Taxon_181,Taxon_182,Taxon_183,Taxon_184,Taxon_185,Taxon_186,Taxon_187,Taxon_188,Taxon_189,Taxon_190,Taxon_191,Taxon_192,Taxon_193,Taxon_194,Taxon_195,Taxon_196,Taxon_197,Taxon_198,Taxon_199,Taxon_200
Vegan,S038,0.005888291,0.002604654,0.00821207,0.005820544,0.07579756,0.003419155,0.020086055,0.008218167,0.008523703,0.006565184,0.015812863,0.003457286,0.001832825,0.017334234,0.00012453,0.011748786,0.002129954,0.005781419,0.0109106,0.013367244,0.003881322,0.003519903,0.009097967,0.007762218,0.015276365,0.004837839,0.007969198,0.001426514,0,0.005954336,0.004884522,0.005358749,0.005831472,0.009671227,0.002520034,0.023978723,0.011150879,0.004486889,0.0018605,0.002913575,0.013839228,0.00485547,0.007662077,0.004671631,0.003852903,0.00693282,0.009739546,0.013414268,0.004773868,0.011162525,0.00198559,0.00406624,0.014584294,0.001393498,0.002977694,0.00477881,0.001446528,0.001797927,0.002058512,0.011244471,0.001410465,0.001574688,0.002812038,0.001507945,0.014718633,0.002303219,0.007592773,0.005782822,0.000830892,0.00432232,0.002210666,0.00192764,0.011974001,0.005149556,0.002399109,0.00309399,0.002282358,0.029026886,0.001732637,0.005321892,0.009892278,0.003041706,0.003227168,0.001819112,0.012189702,0.00267561,0.001373079,0.002891516,0.000469158,0.003141514,0.001122063,0.006918873,0.003481031,0.032075935,0.005578308,0.001080524,0.008071159,0.002157337,0.000817031,0.005174289,0.001476643,0.00171061,0.002926715,0.000904743,0.008263467,0.002559102,0.008316832,0.002076233,0.000900443,0.001728371,0.001035927,0.000233356,0.001857559,0.001464496,0.001284676,0.002713703,0.003091895,0.004923866,0.005365334,0.004349564,0.00268549,0.000480623,0.000653269,0.000736115,0.00618377,0.000989147,0.00201465,0.000946842,0.002098907,0.001974867,0.009254189,0.004071511,0.001370327,0.003743006,0.002813846,0,0.006408359,0.001138127,0.002632021,0.001576875,0.001278247,0.001027246,0.004269968,0.004253724,0.002813821,0.000714245,0.003618755,0.001383394,0.007025741,0.000919275,0.004932911,0.00361037,0.00639172,0.003347205,0.001662415,0.005897799,0.003586325,0.007794355,0.00317818,0.002288254,0.00187525,0.004820211,0.002686762,0.007587825,0.003709643,0.000635282,0.001699616,0,0.001596543,0.000236443,0.003638603,0.001395812,0.00120024,0.002248784,0.007474501,0.001869797,0.000732468,0.002971736,0.001111204,0.002319887,0.000326241,0.012450038,0.00270765,0.004816571,0.002910577,0.003391408,0.003855989,0.001786569,0.011534085,0.001128137,0.00285502,0.001990438,0.005004518,0.000773034,0.00374032,0.001722171,0.001810742,0.000762476,0.002093554,0.003153256
Vegan,S039,0.001786826,0.003960786,0.011712734,0.004515721,0.051969297,0.011550477,0.006080793,0.004965754,0.007287429,0.003418146,0.008677573,0.00508795,0.005106272,0.006880249,0.009918371,0.006960851,0.000268436,0.004900586,0.002678004,0.004922181,0.001551654,0.004679807,0.01215014,0.001685362,0.003306744,0.00382521,0.000430344,0.000471605,0.001258752,0.000961482,0.000531084,0.025781547,0.001852005,0.000542916,0.001274859,0.002741574,0.002517361,0.006226748,0.001143676,0.003003128,0.00136831,0.001542771,0.005741995,0.001133175,0.00239224,0.004211412,0.002163761,0.002187572,0.00189131,0.010376715,0,0.005791455,0.007527856,0.001067186,0.002722226,0.002839491,0.000503862,0.007220505,0.005628321,0.008995135,0.000615624,0.000648345,0.010865732,0.003785766,0.007525424,0.004345691,0.000791189,0.010475613,0.002456703,0.012787386,0.010090157,0,0.008511026,0.006323815,0,0.003233531,0,0.007908393,0.010498542,0.00687608,0.012633044,0.002690807,0.030208965,0.003728061,0.010009423,0.013924131,7.73E-05,0.003869805,0.003824579,0.006313396,0,0.006906293,0.004182455,0.024890974,0.018198051,0.001621048,0.004671645,0.002611432,0.001007994,0.002486953,0.005867066,0.005941276,0,0.002163743,0.009116839,0.002301846,0.002055197,0.003839576,0.002364757,0.000585781,0.000729744,0.002578151,0.001891009,0.00169311,0.000988317,0.003544978,0.000862831,0,0.001328785,0.006024836,0.001352581,0,0.001983707,0.003732258,0.001478093,0.005855461,0.008240712,0.009862237,0.003951895,0.00933665,0.005805419,0.002327883,0.001172845,0.006959431,0.001386237,0.003936292,0.003175511,0.009079865,0.006238643,0.001275121,0.001110752,0.000786367,0.005025358,0.000244,0.008645466,0.007012862,0,0.001906595,0.003595278,0.001973373,0.01585077,0.001309961,0.00226306,0.003719519,0.001684185,0.006236433,0.001652927,0.023370688,0.004659429,0.002382624,0.001041954,0.006225553,0.003030763,0.004458282,0.011980108,0.002207699,0.010933851,0.000207257,0.003087183,0.003324117,0.002214134,0.000396966,0.001268985,0.011225391,0.020547369,0.001525873,0.003220961,0.000703259,0.004019024,0.002093821,0.00098887,0.006810364,0.006820108,0.00210528,0.003312609,0.00601985,0.003023614,0.001692059,0.006720969,0.00833519,0.020132026,0.002527454,0.002868158,0.004602924,0.002068078,0.002974119,0,0.004919643,0.007171561,0.003251157
Vegan,S040,0.005115281,0.001652825,0.005523136,0.002641215,0.019488458,0.004361513,0.004251508,0.001899939,0.004642444,0.002880651,0.004097508,0.010681131,0.00828428,0.003819808,0.002668639,0.002682854,0.000844739,0.000160304,0.000808765,0.002799616,0.001602107,0.004494684,0,0.000188628,0.011729861,0.00455238,0.003386889,0.00137264,0.003312547,0.004292195,0.000161443,0.001676362,0.003950973,0.001774182,0.007382624,0.001730632,0.002438133,0.005563439,0.004310785,0.005055442,0.005951772,0.014035372,0.002934947,0.004822149,0.004753263,0.006163085,0.004283743,0.0032328,0.001113856,0.004682886,0.001602517,0.00242867,0.008808448,0.000580425,0.010388518,0.011855814,0.003681345,0.004854885,0.002342306,0.008756935,0.005357385,0.00382282,0.002754174,0.009214373,0.004567746,0.002173502,0.001573588,0.001535395,0.003462521,0.003803908,0.002520857,0.002448594,0.002244522,0.01354752,0,0.014176409,0.01060033,0.003254832,0.001253455,0.003006364,0.000682549,0.00248021,0.011835429,0.004968795,0.005386635,0.003157871,0.002999111,0.005972009,0.003475243,0.001536582,0.002997589,0.003111321,0.003703563,0.020748213,0.002710883,0.009910696,0.003009446,0.006143999,0.000978108,0,0.006749686,0.005404434,0.007065858,0.010041909,0.003163878,0.010524161,0.009899976,0.002963177,0.001144798,0.003471095,0.011799125,0.003544474,0.002637169,0.002222348,0.010168897,0.004276294,0.004099083,0.0035853,0.004665112,0.006632118,0.005236065,0.007236893,0.023444257,0.006118526,0.01734485,0.022397578,0.007716107,0.002343267,0.014839356,0.008538602,0.006185684,0.002306841,0.003408353,0.003355727,0.003743134,0.013698351,0.002990177,0.004052441,0.004593092,0.003877031,3.85E-06,0.007726572,0.033864743,0.004734374,0.001124494,0.00659427,0.001993898,0.003884994,0.015000672,0.004235773,0.002397981,8.27E-06,0.003681905,0.00174643,0.002398632,0.005404592,0.001640546,0.002735132,0.004453439,0.000110792,0.000825456,0,0.00124567,0.002356521,0.011787749,0,0.001909415,0.000397968,0.002830079,0.000492884,0.00192067,0.003916986,0.009145828,0.001870576,0.002826942,0.007777421,0.007025564,0.002054238,0.003767612,0.000683363,0.000290033,0.007381508,0.011158954,0.004621613,0.003657337,0.010523952,0.015054458,0.000780338,0,0.002837063,0.011222428,0.003544357,0.000367733,0.004683372,0.009518428,0.005614109,0.004827537,0.001521544,0.004681004,0.000971873
Vegan,S041,0.006292643,0.004270187,0.007864815,0.006541374,0.075350914,0.004546915,0.022260177,0.009942388,0.007635924,0.005260898,0.015785728,0.003771527,0.001051188,0.016674234,0.00050288,0.013271007,0.002985638,0.005337313,0.010625263,0.014672524,0.003854086,0.00430046,0.006169583,0.006091468,0.016535874,0.006157694,0.007138824,0.000234678,0.000776403,0.005041317,0.00480827,0.005122793,0.005951779,0.010940121,0.003469043,0.023794805,0.011586807,0.004329769,0.002008483,0.001677165,0.015438375,0.005880501,0.008066372,0.006377601,0.003485228,0.005354403,0.010378542,0.01272329,0.003366673,0.011924556,0.001407462,0.004643741,0.016453585,0.001117401,0.003681425,0.00530025,0.001242534,0.001793816,0.003279707,0.010533247,0.002199907,0.001027855,0.002224198,0.002882426,0.012594447,0.000764705,0.005955428,0.006639354,0.003523788,0.005774147,0.003210428,0.003828064,0.008544507,0.004329184,0.004077257,0.003547489,0.003823247,0.031969403,0.00265583,0.003581663,0.009121038,0.001385156,0.002189967,0.001437741,0.011313339,0.002201356,0.001117575,0.005169475,0.000924106,0.004205647,0,0.007091112,0.00274879,0.032186264,0.00314326,0.002800905,0.007374919,0.002542683,0.002789882,0.001843896,0,0.003175532,0.002024822,0.001206815,0.008002314,0.005754469,0.008927721,0.000742444,0.001241728,0.001945152,0.002011238,0.001058098,0.002686116,0.00489923,0.001234035,0.00292495,0.00070653,0.004137085,0.004423423,0.002547,0.004199278,0,0,0.000259611,0.00620526,0.001586508,0.003348015,0.001580926,0.002090739,0.001422393,0.009817843,0.002007175,0.001254184,0.004605427,0,0.000246165,0.00761557,0.004020506,0.002485256,0.000596703,0.000337307,0.001896668,0.00287923,0.005784375,0.002233139,0.001861234,0.003557104,0.001799403,0.004173503,0.000739399,0.002342466,0.005310799,0.003966447,0.004881363,0.002470626,0.005678399,0.00363888,0.005904554,0.002181651,0.000971834,0,0.00514543,0.003563086,0.005333337,0.002648238,0.00207518,0.001539043,0.001335905,0.001437105,0.00150477,6.90E-05,0.000627041,0.000881444,0.002915663,0.006318528,0.004507497,0.001713865,0,0.00152883,0.001773467,0.001347077,0.01431728,0.002794502,0.001862143,0.002666013,0.004598754,0.001716944,0.001650461,0.009804122,0,0.0030686,0.003606505,0.005878479,0.00103054,0.002039452,0.001151326,0.001533073,0.003970586,0.003068392,0.001557559
Vegan,S042,0.001795132,0.005067782,0.002739603,0.001128052,0.008981592,0.00051601,0.007219199,0.003859324,0.003010263,0.004130894,0.002530732,0.003592032,0.008632432,0.004333906,0.005962221,0.006817832,0.00137105,0.008280871,0.005637812,0.007857675,0.001398254,0.004828872,0.005286681,0.001712105,0.016645994,0.002262413,0.004278131,0,0.006589181,0.00610322,0.005602394,0.014503263,0.009802638,0.002191864,0.003787844,0.008609359,0.010879625,0.033089955,0.007551378,0.003200718,0.005989993,0.010664601,0.004929704,0.00765458,0.006807499,0.00121663,0.00964076,0.012815175,0.008729672,0.005233299,0.00063306,0.001931233,0.007681404,0.006663579,0.004394524,0.013232759,0.00268222,0.002842192,0.005174969,0.011268252,0.000718258,0.005580591,0.011903135,0.001706806,0.015486027,0.00254341,0.000637559,0.005011235,0.004438497,0.014528434,0.004229375,0.001413748,0.003629903,0.003061935,0.005183442,0.000528358,0.002405759,0.004169465,0.000260662,0.001040142,0.004800086,0.002340055,0.004606025,0,0.002535558,0.001251148,0.002367692,0.004691401,0.000321165,0.00573508,0.001339793,0.000225348,0.002697447,0.009822931,0.000163706,0.003628586,0.003330774,0.002666886,0.001289609,0.001814345,0.007903652,0.004833319,0.006165926,0.002180663,0.013690246,0.003485541,0,0.001658807,0.001015818,0.002199809,0.000550847,0.000472557,0.001321046,0.015198703,0.005080539,0.01566361,0.002468651,0.004507592,0.003477709,0.006917934,0.006066303,0.000651927,0.001505404,0.002604859,0.002790686,0.005185324,0.004048967,0,0.001916922,0.005172931,0.002858777,0.001745284,0.001269687,0.001190299,0.001719922,0.000821256,0.001932833,0.005971405,0.001708563,0.015656188,0.005056298,0.000693518,0.003077034,0.002647211,0.002723955,0.003338258,0,0.002857709,0.002350462,0,0.001421756,0.000297789,0.008652887,0.008131091,0.0081723,0.011930944,0.00384929,0.013561976,0.016143969,0.006128946,0.003870805,0.007709565,0.00294047,0.003022626,0.011254533,0.007230296,0.008163176,0.000935779,0.023411178,0.006481684,0.006249174,0.003601866,0.002829902,0.020374441,0.007384345,0.004125047,0.002649351,0.001614935,0.001371218,0.006820538,0.003802231,0.007438521,0.004655598,0.005678913,0.002907311,0.002198655,0.00395696,0.001680385,0.003849849,0.008533846,0.005800966,0.002298907,0.002496797,0.001389396,0.010122708,0.004094801,0.002756155,0.001904688,0.008895572,0.002772128
Vegan,S043,0.002404601,0.002281456,0.002781528,8.76E-05,0.009461054,0.000783664,0.006966707,0.001998518,0.001478847,0.002308047,0.000911773,0.005520097,0.007225841,0.004205064,0.003819679,0.004450786,0,0.00694366,0.006491339,0.009258018,0,0.002906365,0.005609378,0.001724224,0.014859637,0.002732028,0.003188587,0.002374294,0.008997439,0.005534238,0.00677651,0.01416355,0.011486385,0.003472057,0.005379098,0.009422734,0.006935323,0.031620913,0.00776113,0.001669096,0.007417758,0.011690378,0.004337227,0.0065349,0.007106544,0.002410072,0.011030088,0.01751905,0.010033338,0.003853544,0.000364351,0.001860959,0.007369681,0.008015815,0.003024268,0.014270646,0.003308439,0.005604317,0.002073759,0.012040349,0.003469538,0.006018855,0.011251608,0.002942462,0.012838314,0.003360065,0.003808277,0.005575321,0.003168113,0.013826745,0.003601197,0.002414376,0.00425687,0.002955345,0.003497635,0.001318946,0.000790164,0.006371418,0.000290277,0,0.003690234,0,0.004447645,0.001026257,0.003092568,0.002590531,0.001227858,0.003758095,0.001358773,0.005077266,0.000474166,0.001535325,0.00569139,0.009141567,0.00183901,0.004967117,0.003724842,0.002611622,0.00152714,0.00046002,0.010608432,0.004700008,0.004124707,0.002191995,0.012191408,0.002040728,0.000729449,0.001075413,0.001708657,0.002511351,0.001859208,0.002841052,0.001599775,0.01532042,0.003429481,0.016487988,0.002003838,0.003323872,0.003243197,0.006956939,0.006177747,0.000711124,0.001276368,0.001948986,0.002933642,0.006154062,0.003404299,0.002166729,0.001970804,0.006309168,0.002932349,0,0.002429827,0.00264006,0.001649823,0.003782119,0.002545039,0.004505859,0.001101505,0.015446778,0.006817503,0.000417677,0.00202422,0.004242349,0.001218285,0.001439548,0.003005741,0,0.005128229,0.001297286,0.004344592,0.001114616,0.00683352,0.007092238,0.00692703,0.012978807,0.005593272,0.016201659,0.013755746,0.006640913,0.002314042,0.007603113,0.001607654,0.003726255,0.010110492,0.004932912,0.008499574,0.001013657,0.026547963,0.0072148,0.007445641,0.004710279,0.001342976,0.017978896,0.006423223,0.000126102,0.003861801,9.41E-05,0.001982658,0.005912755,0.002539925,0.00791374,0.003657587,0.004445809,0.004085131,0.002153221,0.002999833,0.00215104,0.004786439,0.009115585,0.005675356,0.002015862,0.002190486,0.00168612,0.01092419,0.004398466,0.002708588,0.000815594,0.008740395,0.001586555
Vegan,S044,0.005028278,0.013418713,0.000901187,0.000822072,0.033658561,0.002033427,0.000241565,0.006306976,0.005799125,0.001967409,0.006362859,0.001347507,0,0.001813031,0.000109597,0.001914303,0.000142893,0.00028298,0.002748722,0.001372711,0.001408889,0.002255116,0.001190397,0.000623263,0,0.005856193,0.011211383,0.001855387,0.007989578,0.001503338,0.007242489,0.006880154,0.005230307,0.006232885,0.00293355,0.013171015,0.002098884,0.006659928,0.010088979,0.044375375,0.014778425,0.003512952,0.004084971,0.012734285,0.00197591,0.001959029,0.005284876,0.001748959,0.013864216,0.018773296,0.000466145,0.004255114,0.003453544,0.001782926,0.002261181,0.00232069,0.001391733,0.003062495,0.001119919,0.00273849,0.000266024,0.001953057,0.003529399,0.004178218,0.004269941,0.000883498,0.002487365,0.00893565,0.00135016,0.004016082,0,0.003421213,0.003157062,0.005879991,0.001173353,0.039779169,0.011138158,0.007849581,0.001809851,0.008393355,0.013633842,0.002989068,0.013623341,0.004752159,0.004384251,0.001744168,0.00060443,0.002738435,0.002630746,0.003233596,0.002984297,0.004200273,0,0.018014054,0.000237351,0.001095592,0.006553462,0.003019355,0.004887364,0.001985062,0.001326578,0.001158972,0.002135189,0,0.000833028,0.000691719,0,0.001639741,0.003239756,0.000136515,0.000306025,0.000758287,0.001202425,0.001186938,0.002712626,0.002540629,0.000415663,0.002686302,0.001971102,0.000831504,0.002478867,0.000471399,0.0021031,0.003042809,0.004097349,0.008480234,0.015563625,0.004466509,0.004355123,0.007068845,0.005957101,0.002280995,0.001301953,0.009033061,0.002074682,0.006853011,0.002616944,0.006622012,0.003618132,0.007616062,0.002180224,0.001933425,0.002175748,0.002154328,0.012828834,0.004686566,0,0.001669174,0.003888715,0.000926576,0.002444847,0.013068716,0.00262525,0.006745788,0.003625603,0.005194238,0.003374016,0.003767844,0.005874439,0.003003619,0,0.007559549,0.004636989,0.013473595,0.017132668,0.00596838,0.005609591,0.001906413,0.008524592,0.001487235,0.009364066,0.008327693,0.012302975,0.003360986,0.005383105,0.013921264,0.001045426,0.001052591,0.007489968,0.010294485,0.00182659,0.010444751,0.007459269,0.009528723,0.005627294,0.007766013,0.005288828,0.002640268,0.006650241,0.006706186,0.020971805,0.002108081,0,0.002298823,0.008077141,0.004801069,0.002942181,0.002390838,0.009627483,0.001529927
Vegan,S045,0.003038051,0.003074609,0.001091095,0.001679795,0.012496607,0.003696984,0.000703629,0.003205895,0.001633826,0.003456537,0.000234807,0.001424645,0.003118127,0.003028776,0.000134223,0.001752704,0.004284117,0.00054247,0.003290201,0.0097854,0,0.00362144,0.001637275,0.00132165,0.002178486,0.004553816,0.005678238,0.00047693,0.007923247,0.001275406,0.002786071,0.003473246,0.003085112,0,0.000623856,0.003827219,0.003278912,0.003074055,0.00106363,0,0.001627542,0.001268099,0.003281878,0.003102456,0,0.003604411,0.009317897,0.000753849,0.001011944,0.002910037,0.001602771,0.00233998,0.004074213,0.001883621,0.008583049,0.005713732,0,0.002152745,0.002571124,0.008513117,0.001366354,0.004527974,0,0.004188826,0.014032065,0.011604958,0.002660616,0.002433635,7.38E-05,0.00508096,0.000431891,0.001887994,0.008278827,0.010900491,0.001541119,0.001352073,0.023220775,0.003331617,0.003701688,0,0.009790967,0.005701205,0.018562015,0.007315717,0.005822911,0.004414215,0.000791024,0.007593475,0.004009973,0.004667693,0.002219886,0.003453397,0.014748351,0.010281163,0.008799646,0.003959378,0.001623184,0.001959541,0.005038306,0.001818821,0.006332113,0.006707263,0.005041527,0.005137529,0.010111064,0.007126507,0.008066982,0.004994383,0.001081622,0.010861087,0.00192745,0.008240881,0.004524623,0.019348088,0.006298254,0.002862897,0.011028845,0.006491203,0.010235638,0.009737523,0.013327031,0.005230014,0.005082861,0.003399451,0.005909111,0.00809055,0.036118895,0.007735493,0.005138779,0.029726494,0.006187979,0.004383113,0.003812777,0.001914177,0.007366941,0.012564137,0.0014648,0.006956824,0.006397499,0.015668821,0.001353663,0.002821714,0.011726509,0.001688449,0.003020464,0.001444,0.000931305,0.005919579,0.002363169,0.006139427,0.003637293,0.000828107,0.001358459,0.003971109,0.004459036,0.015352586,0.002628177,0.000671377,0.003061244,0.000900937,0.001089432,0.000287543,0.005081012,0.004548734,0.005141187,0.001748402,0.003571228,0,0.007524523,0.002772049,0.00127499,0.003012764,0.000151402,0.004244487,0.013251716,0.001090683,0.00908701,0.008225875,0.000647754,0.004697102,0.003268426,0.006112764,0.00256326,0.004321674,0.011749018,0.003058597,0.010953552,0.004019822,0.000940936,0.004188658,0.005062505,0.005505836,0.006662196,0.003837057,0.017404248,0.000629204,0.006562875,0.003814746,0.010888825,0.005049951
Vegan,S046,0.00040404,0.005336858,0.006327913,0.000983224,0.008856413,0.002534071,0.007548022,0.0033919,0.003019162,0.002574251,0.005779306,0.007419815,0.01010636,0.004908804,0.005712229,0.005091362,0.000515881,0.008239993,0.003678859,0.00993599,0.000848903,0.005106061,0.004471131,0.002204437,0.015782716,0.003175169,0.004441466,0.002972742,0.009395333,0.006260591,0.007151449,0.014130893,0.011966264,0.002945679,0.004841589,0.009546738,0.00879465,0.03178754,0.008274841,0,0.006731375,0.009713893,0.004704189,0.007131874,0.006344674,0.004238339,0.010289956,0.013689228,0.006620798,0.006619968,0.002194393,0.000503077,0.010502709,0.004912087,0.003258272,0.011335709,0.004145527,0.004775853,0.004486263,0.013552463,0.004585996,0.006741199,0.011285765,0.002185501,0.012182342,0.003107367,0,0.002824785,0.00477989,0.011538573,0.002806322,0.001140841,0.00701413,0.002306344,0.005426578,0.001735541,0.001435525,0.004286657,0.001762488,0,0.005038137,0.00121315,0.004506973,0.001637824,0.003235796,0.003190487,0.001892865,0.005920328,0.001281315,0.001840888,0.002034474,0.001514163,0.00342308,0.00857836,0.000275296,0.002177205,0.004658818,0.002484241,0.00136681,0,0.009631667,0.005947279,0.003585641,0,0.014405338,0.0024286,1.65E-05,0.002102097,0.001041875,0.002617483,0.001245992,0.00342902,0.00229324,0.016805394,0.004560294,0.013927794,0.000992663,0.003321337,0.002034981,0.006255904,0.004622947,0.000582058,0.002277757,0.001626935,0.002255369,0.003853859,0.003194852,0.001141134,0.003016599,0.004276601,0.000985831,0.001003993,0.002303647,0.000570402,0.001942821,0.001683364,0.002421238,0.005424719,0.002484876,0.015631031,0.003470286,0.001557785,0.004585011,0.004673816,0.001222686,0.003388067,0.002139149,1.33E-05,0.002523483,0.001353788,0.003796984,0,0.008662654,0.00878354,0.004946532,0.011564662,0.004512872,0.014638535,0.013744575,0.006566643,0,0.008513166,0.002566438,0.00362876,0.009189434,0.005718727,0.009274938,0,0.024181229,0.007026463,0.006821325,0.002792351,0.003929329,0.018335906,0.006307882,0.003869954,0.004667539,0.000427942,0.002138795,0.005652622,0.002765651,0.006737294,0.005806991,0.00555882,0.003588984,0.002487154,0.004120249,0,0.00423311,0.007402125,0.003815298,0.002140136,0.001519647,0.000417264,0.010492475,0.003140801,0.002481349,0.001823536,0.007617741,0.003091719
Vegan,S047,0.001373083,0.003499622,0.010757981,0.006065427,0.049702907,0.00980684,0.006480985,0.005981831,0.005389573,0.004177718,0.006109688,0.003675896,0.006194549,0.006236242,0.009665713,0.0063415,0.001881805,0.005322924,0.000776414,0.005085324,0.002495946,0.004106862,0.013153749,0.000512949,0.001593094,0.002753597,0.000561397,0.003199237,0.000707525,0.00100011,7.73E-05,0.023680493,0.002713245,0.002297006,0.001829088,0.002349468,0.001514624,0.007546479,0.000422948,0.001457231,0.002732361,0.000271988,0.001303433,0.002286201,0.003830627,0.003144517,0.001770428,0.001245338,0.002071492,0.012088512,0,0.004958182,0.007244104,0.002844159,0.002437353,0.006027657,0.00039432,0.007556664,0.007520001,0.007,0.003215259,0.000306805,0.010418076,0.002106269,0.0061722,0.00609499,0.00270223,0.009630764,0.003154937,0.012791674,0.01042201,0.002195937,0.006372253,0.007086592,0.002961197,0.004574665,0.00117879,0.00645253,0.009896014,0.00572145,0.0127514,0.003357011,0.029866841,0.005992014,0.008983517,0.01246401,0.001988406,0.005127154,0.004617759,0.003724745,0.000110462,0.008406254,0.004911992,0.026634712,0.018121333,0.000677156,0.003064494,0.002276514,0.002405397,0.002193129,0.005693876,0.007132412,0,0.000828447,0.010305381,0.001470372,0.004533771,0.005155551,0.002894245,0.000730147,0.001071714,0.003228768,0,0.002811553,0.001013202,0.005831787,0.000990606,0.000963429,0.001461555,0.00659734,0.001742671,0.000971065,0.001887274,0.003027962,0.002247351,0.004572583,0.009074519,0.009002092,0.004327735,0.006845041,0.006152383,0.003781223,0.001627638,0.007843195,0.001472812,0.00446566,0.002809873,0.010119967,0.007525815,0,0.003118669,0.001933451,0.001505828,0.000814307,0.006399661,0.007503623,0.001521944,0.002674256,0.004550228,7.08E-05,0.017609859,0,0.002409264,0.001871956,0.003444233,0.006768589,0.003028689,0.022024045,0.005093681,0.002086597,0.001718167,0.003836421,0.003078403,0.004562717,0.011082787,0.003637812,0.009876028,0.000530761,0.002787742,0.000510447,0.001460491,0.000649039,0.002535661,0.010544773,0.021467949,0.004246461,0.000587606,0.002065279,0.004160477,0.003408413,0.000828248,0.006276318,0.004711419,0.001658411,0.003162667,0.004661818,0.003042439,0.00051166,0.006239918,0.006143276,0.019843798,0.000851304,0.001988618,0.00534631,0.001191564,0.002911914,0.000562074,0.006173407,0.005568222,0.002583865
